timestamp;buyer;seller;symbol;currency;price;quantity
7400;;;SQUID_INK;SEASHELLS;1863;13
7500;;;SQUID_INK;SEASHELLS;1861;3
7500;SUBMISSION;;KELP;SEASHELLS;2034;3
8000;;;SQUID_INK;SEASHELLS;1863;1
8000;;SUBMISSION;KELP;SEASHELLS;2035;1
8100;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10006;8
8200;;;SQUID_INK;SEASHELLS;1862;1
8200;SUBMISSION;;KELP;SEASHELLS;2034;1
8400;;;RAINFOREST_RESIN;SEASHELLS;10002;1
8400;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;1
8400;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;4
8700;;SUBMISSION;KELP;SEASHELLS;2035;1
9300;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;11
9700;SUBMISSION;;KELP;SEASHELLS;2034;5
9900;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
10100;SUBMISSION;;KELP;SEASHELLS;2034;1
10300;;;SQUID_INK;SEASHELLS;1871;1
10300;;SUBMISSION;KELP;SEASHELLS;2035;1
10400;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9999;1
10500;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10006;1
10600;;;KELP;SEASHELLS;2033;4
10600;;;SQUID_INK;SEASHELLS;1870;4
10800;;;KELP;SEASHELLS;2033;6
10800;SUBMISSION;;KELP;SEASHELLS;2033;6
10800;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;6
10800;;;SQUID_INK;SEASHELLS;1872;6
10900;SUBMISSION;;KELP;SEASHELLS;2033;6
11700;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9999;1
11800;;;KELP;SEASHELLS;2032;4
11800;;;SQUID_INK;SEASHELLS;1869;4
12100;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9997;8
12100;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;8
12700;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10006;7
13100;SUBMISSION;;KELP;SEASHELLS;2033;2
13200;;SUBMISSION;KELP;SEASHELLS;2034;1
13400;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
13900;;;SQUID_INK;SEASHELLS;1867;3
13900;SUBMISSION;;KELP;SEASHELLS;2033;3
14000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;2
14000;SUBMISSION;;KELP;SEASHELLS;2033;1
14000;;;SQUID_INK;SEASHELLS;1867;1
14000;;;RAINFOREST_RESIN;SEASHELLS;10003;4
14100;;;SQUID_INK;SEASHELLS;1867;15
14100;SUBMISSION;;KELP;SEASHELLS;2033;15
14400;;;SQUID_INK;SEASHELLS;1869;2
14400;;;KELP;SEASHELLS;2032;1
14400;SUBMISSION;;KELP;SEASHELLS;2033;2
14400;;;SQUID_INK;SEASHELLS;1869;1
14600;;;SQUID_INK;SEASHELLS;1867;1
14600;;;KELP;SEASHELLS;2033;1
14600;SUBMISSION;;KELP;SEASHELLS;2033;3
14800;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;2
14900;;SUBMISSION;KELP;SEASHELLS;2034;4
15000;;;KELP;SEASHELLS;2032;1
15000;;;SQUID_INK;SEASHELLS;1868;1
15000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10000;4
15300;;;RAINFOREST_RESIN;SEASHELLS;10002;1
15300;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;3
15500;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9997;11
15800;;;SQUID_INK;SEASHELLS;1872;2
15800;;SUBMISSION;KELP;SEASHELLS;2035;2
15900;;;SQUID_INK;SEASHELLS;1868;3
15900;SUBMISSION;;KELP;SEASHELLS;2033;3
16100;;;SQUID_INK;SEASHELLS;1870;2
16100;SUBMISSION;;KELP;SEASHELLS;2033;2
16200;;;SQUID_INK;SEASHELLS;1870;1
16200;SUBMISSION;;KELP;SEASHELLS;2033;1
16300;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;1
16400;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9999;1
16800;;SUBMISSION;KELP;SEASHELLS;2034;2
17000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
17400;;SUBMISSION;KELP;SEASHELLS;2035;2
17400;;;SQUID_INK;SEASHELLS;1876;2
17400;;SUBMISSION;KELP;SEASHELLS;2035;3
17400;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9997;11
17500;;SUBMISSION;KELP;SEASHELLS;2035;12
17500;;;SQUID_INK;SEASHELLS;1876;12
17800;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10006;2
17900;;;SQUID_INK;SEASHELLS;1877;1
17900;;SUBMISSION;KELP;SEASHELLS;2034;2
17900;;SUBMISSION;KELP;SEASHELLS;2035;1
17900;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;5
18100;;;SQUID_INK;SEASHELLS;1875;8
18100;SUBMISSION;;KELP;SEASHELLS;2034;8
18200;SUBMISSION;;KELP;SEASHELLS;2034;1
18200;;;SQUID_INK;SEASHELLS;1875;1
18400;;SUBMISSION;KELP;SEASHELLS;2035;1
18500;;;SQUID_INK;SEASHELLS;1877;1
18500;;;KELP;SEASHELLS;2033;1
18600;;;KELP;SEASHELLS;2033;9
18600;;;SQUID_INK;SEASHELLS;1877;9
19000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;3
19200;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;5
19200;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;6
19300;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9997;5
19500;;;SQUID_INK;SEASHELLS;1875;14
19500;SUBMISSION;;KELP;SEASHELLS;2034;14
19500;;;RAINFOREST_RESIN;SEASHELLS;10001;1
19600;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10006;1
19600;;;SQUID_INK;SEASHELLS;1880;11
19600;;SUBMISSION;KELP;SEASHELLS;2035;11
19700;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;1
20300;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10006;2
20400;SUBMISSION;;KELP;SEASHELLS;2034;3
20500;;;SQUID_INK;SEASHELLS;1880;1
20500;;;KELP;SEASHELLS;2033;8
20500;;;SQUID_INK;SEASHELLS;1880;7
20500;;;SQUID_INK;SEASHELLS;1881;2
20500;;;KELP;SEASHELLS;2035;2
20600;;SUBMISSION;KELP;SEASHELLS;2035;2
20600;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
20600;;;SQUID_INK;SEASHELLS;1884;2
20700;;SUBMISSION;KELP;SEASHELLS;2035;2
20700;;;SQUID_INK;SEASHELLS;1881;2
20700;SUBMISSION;;KELP;SEASHELLS;2034;11
20800;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9999;1
20900;;;KELP;SEASHELLS;2033;1
20900;;;SQUID_INK;SEASHELLS;1877;1
21000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
21100;;;SQUID_INK;SEASHELLS;1878;2
21100;SUBMISSION;;KELP;SEASHELLS;2034;2
21200;;SUBMISSION;KELP;SEASHELLS;2035;1
21200;;;SQUID_INK;SEASHELLS;1879;1
21500;SUBMISSION;;KELP;SEASHELLS;2033;5
21500;;;SQUID_INK;SEASHELLS;1876;7
21500;;;KELP;SEASHELLS;2033;2
21700;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;3
21900;;;RAINFOREST_RESIN;SEASHELLS;9999;1
22100;;;SQUID_INK;SEASHELLS;1877;1
22100;;;KELP;SEASHELLS;2035;1
22100;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10000;2
22200;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9999;1
22500;;;SQUID_INK;SEASHELLS;1875;1
22500;;SUBMISSION;KELP;SEASHELLS;2035;1
22600;;SUBMISSION;KELP;SEASHELLS;2034;4
22600;;SUBMISSION;KELP;SEASHELLS;2035;1
22700;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;1
22800;;;SQUID_INK;SEASHELLS;1873;2
22800;SUBMISSION;;KELP;SEASHELLS;2033;2
22900;;;SQUID_INK;SEASHELLS;1874;1
22900;SUBMISSION;;KELP;SEASHELLS;2033;1
23000;;;RAINFOREST_RESIN;SEASHELLS;9992;2
23000;;SUBMISSION;KELP;SEASHELLS;2035;1
23000;;;SQUID_INK;SEASHELLS;1878;1
23100;;;RAINFOREST_RESIN;SEASHELLS;9992;1
23200;;;SQUID_INK;SEASHELLS;1876;1
23200;;;KELP;SEASHELLS;2033;1
23300;;;RAINFOREST_RESIN;SEASHELLS;9992;7
23400;;;KELP;SEASHELLS;2033;1
23400;SUBMISSION;;KELP;SEASHELLS;2033;13
23400;;;SQUID_INK;SEASHELLS;1879;15
23400;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;3
23500;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;5
23600;;;SQUID_INK;SEASHELLS;1878;1
23700;;SUBMISSION;KELP;SEASHELLS;2034;1
23700;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
23900;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9999;1
24000;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;1
24000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
24300;;;KELP;SEASHELLS;2032;1
24300;;;SQUID_INK;SEASHELLS;1875;1
24500;SUBMISSION;;KELP;SEASHELLS;2033;1
24500;;;SQUID_INK;SEASHELLS;1876;9
25000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
25800;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
25900;;SUBMISSION;KELP;SEASHELLS;2035;2
25900;;;SQUID_INK;SEASHELLS;1875;2
26000;SUBMISSION;;KELP;SEASHELLS;2034;2
26000;;;SQUID_INK;SEASHELLS;1874;1
26000;;SUBMISSION;KELP;SEASHELLS;2035;1
26100;;SUBMISSION;KELP;SEASHELLS;2035;1
26300;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;5
26300;;;KELP;SEASHELLS;2033;1
26300;;;SQUID_INK;SEASHELLS;1869;1
26400;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;8
26700;;SUBMISSION;KELP;SEASHELLS;2035;1
26700;;;SQUID_INK;SEASHELLS;1872;1
27100;;SUBMISSION;KELP;SEASHELLS;2035;1
27100;;;SQUID_INK;SEASHELLS;1876;1
27200;;;SQUID_INK;SEASHELLS;1874;1
27200;;SUBMISSION;KELP;SEASHELLS;2035;1
27300;;;SQUID_INK;SEASHELLS;1872;1
27300;;;KELP;SEASHELLS;2033;1
27300;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
27400;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9997;8
27400;;SUBMISSION;KELP;SEASHELLS;2034;6
27500;;;RAINFOREST_RESIN;SEASHELLS;9998;3
27600;;SUBMISSION;KELP;SEASHELLS;2036;1
28100;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;5
28200;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;5
28200;;;RAINFOREST_RESIN;SEASHELLS;9993;2
28300;;;RAINFOREST_RESIN;SEASHELLS;9992;2
28300;;;RAINFOREST_RESIN;SEASHELLS;9992;7
28500;;;RAINFOREST_RESIN;SEASHELLS;9992;2
28500;;;KELP;SEASHELLS;2034;1
28500;;;SQUID_INK;SEASHELLS;1875;1
28600;;;KELP;SEASHELLS;2034;1
28600;;;SQUID_INK;SEASHELLS;1877;5
28600;;;SQUID_INK;SEASHELLS;1876;1
28700;;;SQUID_INK;SEASHELLS;1877;1
28700;;;KELP;SEASHELLS;2034;1
29100;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;5
29200;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
29300;;;SQUID_INK;SEASHELLS;1881;1
29300;;;KELP;SEASHELLS;2036;1
29400;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;5
29500;;;KELP;SEASHELLS;2034;1
29500;;;SQUID_INK;SEASHELLS;1880;1
29600;;;SQUID_INK;SEASHELLS;1881;4
29600;SUBMISSION;;KELP;SEASHELLS;2035;4
29700;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
29800;;SUBMISSION;KELP;SEASHELLS;2036;1
29900;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10006;1
29900;;SUBMISSION;KELP;SEASHELLS;2036;15
29900;;;SQUID_INK;SEASHELLS;1883;2
29900;;;SQUID_INK;SEASHELLS;1883;13
30000;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;3
30400;;;SQUID_INK;SEASHELLS;1884;3
30400;;;RAINFOREST_RESIN;SEASHELLS;9992;4
30700;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10006;4
30700;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10000;2
31000;;SUBMISSION;KELP;SEASHELLS;2036;5
31000;;;SQUID_INK;SEASHELLS;1884;1
31000;;SUBMISSION;KELP;SEASHELLS;2036;1
31000;;SUBMISSION;KELP;SEASHELLS;2036;0
31100;;;KELP;SEASHELLS;2034;9
31100;;;SQUID_INK;SEASHELLS;1883;1
31100;;;SQUID_INK;SEASHELLS;1881;9
31100;;;KELP;SEASHELLS;2036;1
31200;;;SQUID_INK;SEASHELLS;1881;1
31200;;;KELP;SEASHELLS;2034;1
31500;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;5
31800;;SUBMISSION;KELP;SEASHELLS;2036;2
32100;SUBMISSION;;KELP;SEASHELLS;2035;2
32100;;;SQUID_INK;SEASHELLS;1883;2
32500;;;SQUID_INK;SEASHELLS;1886;9
32500;;SUBMISSION;KELP;SEASHELLS;2037;9
32500;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
32600;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10000;5
33200;;;SQUID_INK;SEASHELLS;1885;1
33200;;;KELP;SEASHELLS;2036;1
33200;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10006;6
33400;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10000;2
33700;;;RAINFOREST_RESIN;SEASHELLS;10002;3
34000;;;SQUID_INK;SEASHELLS;1886;1
34000;;SUBMISSION;KELP;SEASHELLS;2036;1
34300;;;SQUID_INK;SEASHELLS;1884;1
34300;;;KELP;SEASHELLS;2034;1
34500;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;3
34600;;;SQUID_INK;SEASHELLS;1888;14
34600;;SUBMISSION;KELP;SEASHELLS;2037;14
34800;;;KELP;SEASHELLS;2034;10
34800;;;SQUID_INK;SEASHELLS;1886;10
35100;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;5
35200;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
35200;SUBMISSION;;KELP;SEASHELLS;2036;3
35200;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10006;4
35500;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10006;1
35700;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;3
35700;;SUBMISSION;KELP;SEASHELLS;2036;11
35700;;;SQUID_INK;SEASHELLS;1886;11
35900;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
36000;SUBMISSION;;KELP;SEASHELLS;2035;2
36000;SUBMISSION;;KELP;SEASHELLS;2036;2
36000;;;SQUID_INK;SEASHELLS;1882;2
36100;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9999;1
36100;SUBMISSION;;KELP;SEASHELLS;2036;6
36300;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;3
36400;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
36500;;;KELP;SEASHELLS;2034;1
36500;;;SQUID_INK;SEASHELLS;1886;1
36600;;;SQUID_INK;SEASHELLS;1888;2
36600;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;4
36600;SUBMISSION;;KELP;SEASHELLS;2035;2
36800;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10006;7
37100;;SUBMISSION;KELP;SEASHELLS;2036;9
37100;;;SQUID_INK;SEASHELLS;1891;9
37100;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;2
37300;SUBMISSION;;KELP;SEASHELLS;2035;4
37400;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;1
37600;SUBMISSION;;KELP;SEASHELLS;2034;9
37600;;;SQUID_INK;SEASHELLS;1889;1
37600;SUBMISSION;;KELP;SEASHELLS;2035;5
37600;;;SQUID_INK;SEASHELLS;1887;9
37600;;;KELP;SEASHELLS;2036;1
37600;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
37700;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;1
37800;;SUBMISSION;KELP;SEASHELLS;2036;2
37800;;;SQUID_INK;SEASHELLS;1888;2
37800;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;4
37900;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
38100;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9999;1
38300;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10006;1
38400;;;SQUID_INK;SEASHELLS;1882;4
38400;SUBMISSION;;KELP;SEASHELLS;2034;4
38500;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;7
38700;;;SQUID_INK;SEASHELLS;1884;1
38700;;;KELP;SEASHELLS;2034;1
39000;SUBMISSION;;KELP;SEASHELLS;2034;3
39100;;;SQUID_INK;SEASHELLS;1890;1
39100;;SUBMISSION;KELP;SEASHELLS;2036;1
39200;;;SQUID_INK;SEASHELLS;1887;2
39200;;;SQUID_INK;SEASHELLS;1888;4
39200;;;KELP;SEASHELLS;2034;2
39300;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;4
39300;;;RAINFOREST_RESIN;SEASHELLS;9993;1
39500;;;RAINFOREST_RESIN;SEASHELLS;9992;6
39600;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10006;2
39700;;;SQUID_INK;SEASHELLS;1889;1
39700;;;KELP;SEASHELLS;2034;1
40000;SUBMISSION;;KELP;SEASHELLS;2035;14
40000;;;SQUID_INK;SEASHELLS;1889;13
40000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;11
40000;;;SQUID_INK;SEASHELLS;1889;1
40200;;;SQUID_INK;SEASHELLS;1891;6
40200;;SUBMISSION;KELP;SEASHELLS;2036;6
40500;;;SQUID_INK;SEASHELLS;1892;13
40500;;SUBMISSION;KELP;SEASHELLS;2036;13
40700;;SUBMISSION;KELP;SEASHELLS;2036;1
40700;;;SQUID_INK;SEASHELLS;1891;1
41000;SUBMISSION;;KELP;SEASHELLS;2035;2
41000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10006;5
41300;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10006;1
41400;;;SQUID_INK;SEASHELLS;1889;5
41400;;;KELP;SEASHELLS;2034;5
41700;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;4
41700;;SUBMISSION;KELP;SEASHELLS;2036;2
41800;;;KELP;SEASHELLS;2034;1
41800;;;SQUID_INK;SEASHELLS;1892;1
42400;SUBMISSION;;KELP;SEASHELLS;2035;1
42400;;;SQUID_INK;SEASHELLS;1893;1
42600;;SUBMISSION;KELP;SEASHELLS;2036;1
42600;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;5
42800;;;SQUID_INK;SEASHELLS;1894;2
42800;SUBMISSION;;KELP;SEASHELLS;2035;2
43300;;SUBMISSION;KELP;SEASHELLS;2036;1
43500;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9999;1
43800;;;SQUID_INK;SEASHELLS;1896;5
43800;;SUBMISSION;KELP;SEASHELLS;2037;5
43900;;;SQUID_INK;SEASHELLS;1897;2
43900;;;KELP;SEASHELLS;2034;1
43900;;SUBMISSION;KELP;SEASHELLS;2037;2
43900;;;SQUID_INK;SEASHELLS;1894;1
44700;;;KELP;SEASHELLS;2037;1
44700;;;SQUID_INK;SEASHELLS;1900;1
44800;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9999;1
44900;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
45000;SUBMISSION;;KELP;SEASHELLS;2035;1
45000;;;SQUID_INK;SEASHELLS;1899;1
45200;;;SQUID_INK;SEASHELLS;1899;1
45200;;;KELP;SEASHELLS;2034;1
45300;;;KELP;SEASHELLS;2034;1
45300;;;SQUID_INK;SEASHELLS;1900;1
45400;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9999;1
45500;;;KELP;SEASHELLS;2034;3
45500;;;SQUID_INK;SEASHELLS;1901;3
45800;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;6
45800;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;2
45900;;;KELP;SEASHELLS;2034;1
45900;;;SQUID_INK;SEASHELLS;1899;1
46400;;SUBMISSION;KELP;SEASHELLS;2036;1
46400;;;SQUID_INK;SEASHELLS;1900;1
46500;;SUBMISSION;KELP;SEASHELLS;2036;2
46600;;SUBMISSION;KELP;SEASHELLS;2036;1
46600;;;SQUID_INK;SEASHELLS;1898;1
46900;;;SQUID_INK;SEASHELLS;1895;10
46900;;;KELP;SEASHELLS;2034;10
47000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;3
47200;;SUBMISSION;KELP;SEASHELLS;2036;1
47200;;;SQUID_INK;SEASHELLS;1896;1
47400;;SUBMISSION;KELP;SEASHELLS;2036;5
47400;;;SQUID_INK;SEASHELLS;1894;2
47400;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;4
47400;;;KELP;SEASHELLS;2036;2
47500;SUBMISSION;;KELP;SEASHELLS;2036;5
47700;SUBMISSION;;KELP;SEASHELLS;2035;10
47700;;;SQUID_INK;SEASHELLS;1893;10
47700;SUBMISSION;;KELP;SEASHELLS;2036;4
48000;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;1
48100;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10006;8
48200;;;SQUID_INK;SEASHELLS;1897;1
48200;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
48200;;;KELP;SEASHELLS;2035;1
48300;;;SQUID_INK;SEASHELLS;1896;4
48300;SUBMISSION;;KELP;SEASHELLS;2035;4
48300;;;SQUID_INK;SEASHELLS;1896;1
48300;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;5
48300;;;KELP;SEASHELLS;2035;1
48400;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
48500;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
48600;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10001;1
48700;SUBMISSION;;KELP;SEASHELLS;2035;2
